"","ID","AGE","GENDER","RACE","ArrestTime","Hour","Month","Weekday","OFFENSE","Code","ShortCode"
"3526",6397,18,"F","B","2017-03-07T02:23:00","2","三月","星期二","3736 Reckless Driving ","3736","37"
"3527",6397,18,"F","B","2017-03-07T02:23:00","2","三月","星期二","3745 Accidents Involving Damage to Unattended Veh.or Prop. ","3745","37"
"3528",6397,18,"F","B","2017-03-07T02:23:00","2","三月","星期二","9094 Recovered Stolen Vehicle (OUTSIDE CITY) ","9094","90"
"3532",1504,19,"M","B","2016-09-24T14:00:00","14","九月","星期六","3502 Burglary. ","3502","35"
"3533",1504,19,"M","B","2016-09-24T14:00:00","14","九月","星期六","3701 Robbery.","3701","37"
"3535",1505,21,"M","W","2016-09-24T14:00:00","14","九月","星期六","3502 Burglary. ","3502","35"
"3536",1505,21,"M","W","2016-09-24T14:00:00","14","九月","星期六","3701 Robbery.","3701","37"
"3542",1525,12,"F","B","2016-10-04T12:26:00","12","十月","星期二","5503 Disorderly Conduct.","5503","55"
"3549",1542,20,"M","B","2016-09-23T23:15:00","23","九月","星期五","4303 General Lighting Requirements. ","4303","43"
"3550",1542,20,"M","B","2016-09-23T23:15:00","23","九月","星期五","4703 Operation of Vehicle without Official Certif. of Inspection ","4703","47"
"3553",1562,18,"M","B","2016-09-28T17:00:00","17","九月","星期三","1501 Drivers Required to be Licensed. ","1501","15"
"3554",1562,18,"M","B","2016-09-28T17:00:00","17","九月","星期三","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"3555",1562,18,"M","B","2016-09-28T17:00:00","17","九月","星期三","3714 Careless Driving ","3714","37"
"3563",1588,20,"M","B","2016-09-28T03:43:00","3","九月","星期三","5506 Loitering and Prowling at Night ","5506","55"
"3564",1588,20,"M","B","2016-09-28T03:43:00","3","九月","星期三","3934 Theft from Vehicle","3934","39"
"3571",3925,20,"M","B","2017-01-09T21:00:00","21","一月","星期一","2706 Terroristic Threats. ","2706","27"
"3572",3925,20,"M","B","2017-01-09T21:00:00","21","一月","星期一","4952 Intimidation of Witnesses or Victims ","4952","49"
"3576",6407,19,"M","B","2017-02-27T12:34:00","12","二月","星期一","4914 False Identification to Law Enforcement Authorities ","4914","49"
"3584",6413,21,"M","W","2017-03-09T23:51:00","23","三月","星期四","2706 Terroristic Threats. ","2706","27"
"3585",6413,21,"M","W","2017-03-09T23:51:00","23","三月","星期四","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"3586",6413,21,"M","W","2017-03-09T23:51:00","23","三月","星期四","5505 Public Drunkenness ","5505","55"
"3589",6436,18,"M","B","2017-03-09T23:21:00","23","三月","星期四","3934 Theft from Vehicle","3934","39"
"3591",6217,18,"M","B","2017-03-04T21:57:00","21","三月","星期六","2705 Recklessy Endangering Another Person. ","2705","27"
"3592",6217,18,"M","B","2017-03-04T21:57:00","21","三月","星期六","2706 Terroristic Threats. ","2706","27"
"3599",3957,19,"M","W","2017-01-05T16:10:00","16","一月","星期四","7124 Fraudulent Use or Removal of Registration Plates","7124","71"
"3603",3982,17,"M","B","2017-01-05T16:30:00","16","一月","星期四","3502 Burglary. ","3502","35"
"3604",3982,17,"M","B","2017-01-05T16:30:00","16","一月","星期四","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"3606",3983,17,"M","B","2017-01-05T16:30:00","16","一月","星期四","3502 Burglary. ","3502","35"
"3607",3983,17,"M","B","2017-01-05T16:30:00","16","一月","星期四","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"3610",3987,16,"F","B","2016-12-16T12:00:00","12","十二月","星期五","912 Possession of Weapon on School Property. ","912","9"
"3611",3987,16,"F","B","2016-12-16T12:00:00","12","十二月","星期五","2702 Aggravated Assault. ","2702","27"
"3612",3987,16,"F","B","2016-12-16T12:00:00","12","十二月","星期五","2705 Recklessy Endangering Another Person. ","2705","27"
"3613",3987,16,"F","B","2016-12-16T12:00:00","12","十二月","星期五","2706 Terroristic Threats.","2706","27"
"3624",4005,16,"M","U","2016-12-29T11:45:00","11","十二月","星期四","3503 Criminal Trespass ","3503","35"
"3632",4016,18,"M","B","2016-12-28T17:58:00","17","十二月","星期三","3925 Receiving Stolen Property. ","3925","39"
"3639",1809,14,"M","B","2016-10-09T21:45:00","21","十月","星期日","2705 Recklessy Endangering Another Person. ","2705","27"
"3640",1809,14,"M","B","2016-10-09T21:45:00","21","十月","星期日","3925 Receiving Stolen Property. ","3925","39"
"3642",1809,14,"M","B","2016-10-09T21:45:00","21","十月","星期日","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"3643",1809,14,"M","B","2016-10-09T21:45:00","21","十月","星期日","5121 Escape. ","5121","51"
"3644",1809,14,"M","B","2016-10-09T21:45:00","21","十月","星期日","3733 Fleeing or Attempting to Elude Police Officer","3733","37"
"3646",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","3925 Receiving Stolen Property. ","3925","39"
"3647",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"3648",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","6106 Firearms not to be Carried without a License. ","6106","61"
"3649",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"3650",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","3323 Stop Signs and Yield Signs. ","3323","33"
"3651",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","3334 Turning Movements and Required Signals. ","3334","33"
"3652",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","3733 Fleeing or Attempting to Elude Police Officer ","3733","37"
"3653",1874,20,"M","B","2016-10-05T18:38:00","18","十月","星期三","3736 Reckless Driving ","3736","37"
"3656",1875,16,"M","B","2016-10-26T07:04:00","7","十月","星期三","2501 Criminal Homicide. ","2501","25"
"3657",1875,16,"M","B","2016-10-26T07:04:00","7","十月","星期三","3701 Robbery. ","3701","37"
"3658",1875,16,"M","B","2016-10-26T07:04:00","7","十月","星期三","7512 Criminal Use of Communication","7512","75"
"3665",1975,17,"F","B","2016-10-17T09:55:00","9","十月","星期一","912 Possession of Weapon on School Property.","912","9"
"3667",1976,19,"M","W","2016-10-13T18:52:00","18","十月","星期四","6301 Corruption of Minors. ","6301","63"
"3668",1976,19,"M","W","2016-10-13T18:52:00","18","十月","星期四","3334 Turning Movements and Required Signals. ","3334","33"
"3673",1983,17,"M","B","2016-10-19T17:55:00","17","十月","星期三","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"3674",1983,17,"M","B","2016-10-19T17:55:00","17","十月","星期三","5121 Escape. ","5121","51"
"3675",1983,17,"M","B","2016-10-19T17:55:00","17","十月","星期三","5126 Flight to Avoid Apprehension, Trial or Punishment.","5126","51"
"9",4315,20,"M","B","2017-01-03T15:30:00","15","一月","星期二","6106 Firearms not to be Carried without a License. ","6106","61"
"13",2209,19,"M","B","2016-10-25T17:45:00","17","十月","星期二","3925 Receiving Stolen Property. ","3925","39"
"18",4212,18,"M","B","2017-01-07T17:15:00","17","一月","星期六","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"21",3813,21,"F","W","2016-12-18T01:30:00","1","十二月","星期日","2701 Simple Assault. ","2701","27"
"25",6031,12,"F","B","2017-02-21T12:20:00","12","二月","星期二","2702 Aggravated Assault. ","2702","27"
"28",2058,16,"M","B","2016-11-01T14:15:00","14","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"31",4054,20,"F","B","2016-12-29T15:23:00","15","十二月","星期四","2701 Simple Assault.","2701","27"
"32",3728,14,"M","U","2016-12-13T09:00:00","9","十二月","星期二","912 Possession of Weapon on School Property.","912","9"
"33",4061,20,"M","B","2016-12-24T13:00:00","13","十二月","星期六","6106 Firearms not to be Carried without a License.","6106","61"
"34",4388,21,"M","W","2017-01-09T17:12:00","17","一月","星期一","3304 Criminal Mischief. ","3304","33"
"36",4413,15,"M","B","2017-01-12T11:21:00","11","一月","星期四","2702 Aggravated Assault. ","2702","27"
"38",4114,14,"M","W","2016-12-27T10:33:00","10","十二月","星期二","912 Possession of Weapon on School Property.","912","9"
"39",4416,17,"F","B","2017-01-11T22:00:00","22","一月","星期三","2702 Aggravated Assault. ","2702","27"
"41",1226,20,"F","B","2016-09-26T04:44:00","4","九月","星期一","3304 Criminal Mischief. ","3304","33"
"43",2054,16,"M","B","2016-11-01T13:20:00","13","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"45",4442,14,"M","B","2017-01-16T01:30:00","1","一月","星期一","3925 Receiving Stolen Property.","3925","39"
"46",2059,15,"M","W","2016-10-18T10:23:00","10","十月","星期二","912 Possession of Weapon on School Property.","912","9"
"47",4443,14,"M","B","2017-01-16T01:30:00","1","一月","星期一","2705 Recklessy Endangering Another Person. ","2705","27"
"52",2063,10,"M","B","2016-10-20T10:45:00","10","十月","星期四","4905 False Alarms to Agencies of Public Safety. ","4905","49"
"56",3843,21,"M","B","2016-12-19T13:10:00","13","十二月","星期一","3925 Receiving Stolen Property. ","3925","39"
"58",4444,17,"M","B","2017-01-17T17:02:00","17","一月","星期二","3925 Receiving Stolen Property. ","3925","39"
"69",3405,15,"M","B","2016-12-05T11:55:00","11","十二月","星期一","2701 Simple Assault. ","2701","27"
"72",4459,18,"M","B","2017-01-23T17:40:00","17","一月","星期一","2501 Criminal Homicide. ","2501","25"
"75",1762,20,"M","B","2016-10-05T21:00:00","21","十月","星期三","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"77",4494,21,"M","W","2017-01-16T01:15:00","1","一月","星期一","5101 Obstructing Admin. of Law  ","5101","51"
"79",4154,18,"M","B","2016-12-31T12:26:00","12","十二月","星期六","5126 Flight to Avoid Apprehension, Trial or Punishment. ","5126","51"
"87",5878,20,"M","B","2017-02-23T18:02:00","18","二月","星期四","4303 General Lighting Requirements. ","4303","43"
"95",4174,20,"F","B","2016-12-31T14:10:00","14","十二月","星期六","2701 Simple Assault.","2701","27"
"96",6716,16,"M","B","2017-03-23T15:45:00","15","三月","星期四","903 Criminal Conspiracy. ","903","9"
"98",1799,18,"M","B","2016-10-08T20:20:00","20","十月","星期六","3925 Receiving Stolen Property. ","3925","39"
"102",4572,15,"M","H","2017-01-20T15:32:00","15","一月","星期五","5503 Disorderly Conduct.","5503","55"
"103",2129,20,"M","B","2016-10-18T13:26:00","13","十月","星期二","9501 Bench Warrant","9501","95"
"104",4193,21,"M","W","2017-01-01T00:58:00","0","一月","星期日","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"106",2218,20,"M","B","2016-10-18T20:20:00","20","十月","星期二","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"113",4537,21,"M","B","2017-01-11T20:45:00","20","一月","星期三","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"117",3992,13,"M","W","2016-12-31T16:30:00","16","十二月","星期六","2701 Simple Assault.","2701","27"
"118",2293,20,"F","A","2016-10-24T14:15:00","14","十月","星期一","3925 Receiving Stolen Property.","3925","39"
"119",3999,14,"M","O","2016-12-29T12:32:00","12","十二月","星期四","2701 Simple Assault.","2701","27"
"120",2235,16,"F","B","2016-10-18T20:34:00","20","十月","星期二","2702 Aggravated Assault. ","2702","27"
"125",2236,20,"M","W","2016-10-19T13:00:00","13","十月","星期三","2702 Aggravated Assault. ","2702","27"
"132",3203,19,"M","B","2016-12-07T08:55:00","8","十二月","星期三","2501 Criminal Homicide. ","2501","25"
"136",4568,15,"M","B","2017-01-19T07:00:00","7","一月","星期四","2702 Aggravated Assault. ","2702","27"
"138",4081,18,"M","B","2017-01-11T11:00:00","11","一月","星期三","903 Criminal Conspiracy. ","903","9"
"143",4620,20,"F","B","2014-11-16T03:42:00","3","十一月","星期日","903 Criminal Conspiracy. ","903","9"
"146",4599,20,"M","B","2017-01-12T17:16:00","17","一月","星期四","2702 Aggravated Assault. ","2702","27"
"151",4062,15,"M","B","2017-01-03T10:21:00","10","一月","星期二","903 Criminal Conspiracy. ","903","9"
"154",2238,20,"M","B","2016-10-19T13:00:00","13","十月","星期三","2702 Aggravated Assault. ","2702","27"
"168",4610,21,"M","W","2017-01-14T01:55:00","1","一月","星期六","2702 Aggravated Assault. ","2702","27"
"173",4643,18,"M","B","2016-12-04T02:46:00","2","十二月","星期日","903 Criminal Conspiracy. ","903","9"
"176",4644,19,"M","B","2016-12-04T00:46:00","0","十二月","星期日","903 Criminal Conspiracy. ","903","9"
"187",3717,17,"M","B","2016-12-21T09:00:00","9","十二月","星期三","3121 Rape. ","3121","31"
"191",2226,17,"M","B","2016-09-05T20:55:00","20","九月","星期一","2702 Aggravated Assault. ","2702","27"
"196",2230,20,"M","B","2016-09-18T04:05:00","4","九月","星期日","4914 False Identification to Law Enforcement Authorities","4914","49"
"197",3725,12,"M","B","2016-12-19T09:14:00","9","十二月","星期一","2702 Aggravated Assault. ","2702","27"
"200",2373,15,"M","B","2016-11-04T13:51:00","13","十一月","星期五","3502 Burglary.","3502","35"
"201",4358,17,"M","B","2017-01-01T16:21:00","16","一月","星期日","1301 Registration and Certificate of Title Required. ","1301","13"
"211",3732,20,"M","B","2016-12-20T17:45:00","17","十二月","星期二","3503 Criminal Trespass","3503","35"
"212",4362,15,"F","B","2017-01-09T08:40:00","8","一月","星期一","2702 Aggravated Assault. ","2702","27"
"216",285,16,"M","B","2016-08-28T03:58:00","3","八月","星期日","3925 Receiving Stolen Property. ","3925","39"
"221",6508,20,"M","B","2017-03-15T13:25:00","13","三月","星期三","2701 Simple Assault.","2701","27"
"223",4371,15,"M","H","2017-01-13T12:16:00","12","一月","星期五","912 Possession of Weapon on School Property.","912","9"
"224",2275,21,"F","B","2016-10-25T14:23:00","14","十月","星期二","903 Criminal Conspiracy. ","903","9"
"231",2276,20,"F","B","2016-10-25T14:23:00","14","十月","星期二","903 Criminal Conspiracy. ","903","9"
"241",4383,20,"M","U","2017-01-07T01:31:00","1","一月","星期六","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"246",6513,21,"F","B","2017-03-12T23:18:00","23","三月","星期日","907 Possessing Instruments of Crime. ","907","9"
"248",5968,21,"M","B","2017-02-24T18:56:00","18","二月","星期五","5506 Loitering and Prowling at Night","5506","55"
"249",6760,21,"F","B","2017-03-25T00:40:00","0","三月","星期六","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"250",4393,19,"M","B","2017-01-07T04:20:00","4","一月","星期六","3304 Criminal Mischief. ","3304","33"
"254",6294,16,"M","B","2017-03-10T09:45:00","9","三月","星期五","3701 Robbery.","3701","37"
"255",1569,20,"M","B","2016-10-12T07:30:00","7","十月","星期三","9015 Failure To Appear","9015","90"
"265",4115,15,"M","B","2017-01-06T13:20:00","13","一月","星期五","5503 Disorderly Conduct. ","5503","55"
"267",4411,13,"M","B","2017-01-10T19:20:00","19","一月","星期二","903 Criminal Conspiracy. ","903","9"
"273",4414,15,"F","B","2017-01-11T13:00:00","13","一月","星期三","3307 Institutional Vandalism. ","3307","33"
"276",6784,21,"M","B","2017-03-21T16:03:00","16","三月","星期二","3354 Additional Parking Regulations. ","3354","33"
"280",6324,20,"M","B","2017-03-11T16:00:00","16","三月","星期六","3925 Receiving Stolen Property. ","3925","39"
"282",4418,15,"F","B","2017-01-11T22:00:00","22","一月","星期三","2702 Aggravated Assault. ","2702","27"
"285",6652,19,"M","B","2017-03-16T21:25:00","21","三月","星期四","4914 False Identification to Law Enforcement Authorities","4914","49"
"286",4420,16,"F","H","2017-01-21T19:55:00","19","一月","星期六","5501 Riot. ","5501","55"
"288",6788,20,"M","B","2017-03-19T18:59:00","18","三月","星期日","4303 General Lighting Requirements. ","4303","43"
"300",3870,18,"M","B","2016-12-28T12:30:00","12","十二月","星期三","3925 Receiving Stolen Property. ","3925","39"
"302",3910,18,"M","B","2016-12-22T16:31:00","16","十二月","星期四","2701 Simple Assault. ","2701","27"
"305",3877,17,"M","B","2016-12-21T16:00:00","16","十二月","星期三","912 Possession of Weapon on School Property. ","912","9"
"314",6802,21,"F","B","2017-03-25T00:40:00","0","三月","星期六","2701 Simple Assault.","2701","27"
"315",4728,21,"M","W","2017-01-29T12:00:00","12","一月","星期日","903 Criminal Conspiracy. ","903","9"
"323",4098,21,"M","B","2016-12-30T00:40:00","0","十二月","星期五","1301 Registration and Certificate of Title Required. ","1301","13"
"325",1775,21,"M","B","2016-10-03T14:05:00","14","十月","星期一","9501 Bench Warrant","9501","95"
"326",409,19,"M","B","2016-08-18T14:08:00","14","八月","星期四","903 Criminal Conspiracy. ","903","9"
"328",3810,18,"F","B","2016-12-13T22:20:00","22","十二月","星期二","3925 Receiving Stolen Property. ","3925","39"
"330",2996,12,"F","B","2016-11-18T08:00:00","8","十一月","星期五","2702 Aggravated Assault.","2702","27"
"331",6810,17,"M","B","2017-03-24T18:40:00","18","三月","星期五","2706 Terroristic Threats. ","2706","27"
"334",4744,20,"M","B","2017-01-18T18:18:00","18","一月","星期三","3714 Careless Driving ","3714","37"
"336",4747,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","903 Criminal Conspiracy. ","903","9"
"342",1977,17,"F","W","2016-10-13T17:52:00","17","十月","星期四","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"346",4447,17,"M","B","2017-01-21T02:30:00","2","一月","星期六","6106 Firearms not to be Carried without a License. ","6106","61"
"350",4467,20,"M","B","2017-01-09T21:00:00","21","一月","星期一","2702 Aggravated Assault. ","2702","27"
"355",1990,18,"M","O","2016-10-24T00:15:00","0","十月","星期一","903 Criminal Conspiracy. ","903","9"
"357",1996,18,"M","B","2016-10-12T11:34:00","11","十月","星期三","3323 Stop Signs and Yield Signs. ","3323","33"
"364",4746,19,"M","B","2017-01-18T14:14:00","14","一月","星期三","903 Criminal Conspiracy. ","903","9"
"375",1281,14,"M","B","2016-09-28T20:10:00","20","九月","星期三","5121 Escape. ","5121","51"
"378",2086,17,"F","B","2016-11-02T19:25:00","19","十一月","星期三","903 Criminal Conspiracy. ","903","9"
"381",4771,17,"M","B","2017-01-15T19:10:00","19","一月","星期日","907 Possessing Instruments of Crime. ","907","9"
"383",6411,11,"M","B","2017-03-16T09:30:00","9","三月","星期四","3121 Rape. ","3121","31"
"386",5555,19,"F","O","2017-02-13T17:00:00","17","二月","星期一","9501 Bench Warrant","9501","95"
"387",4760,20,"F","B","2017-01-29T18:04:00","18","一月","星期日","2701 Simple Assault.","2701","27"
"391",2321,20,"F","B","2016-11-07T16:00:00","16","十一月","星期一","2701 Simple Assault. ","2701","27"
"393",4109,15,"M","B","2016-12-14T21:45:00","21","十二月","星期三","2702 Aggravated Assault. ","2702","27"
"395",4110,16,"M","B","2017-01-10T16:15:00","16","一月","星期二","903 Criminal Conspiracy. ","903","9"
"398",4104,20,"M","W","2016-12-24T18:42:00","18","十二月","星期六","7122 Altered, Forged or Counterfeit Documents and Plates ","7122","71"
"401",4850,18,"M","B","2017-01-14T21:26:00","21","一月","星期六","2706 Terroristic Threats. ","2706","27"
"403",4111,16,"M","B","2017-01-10T16:15:00","16","一月","星期二","903 Criminal Conspiracy. ","903","9"
"406",2065,17,"M","B","2016-10-25T14:30:00","14","十月","星期二","5503 Disorderly Conduct. ","5503","55"
"409",6447,20,"M","B","2017-03-06T18:18:00","18","三月","星期一","4101 Forgery.","4101","41"
"414",4511,20,"M","W","2017-01-08T22:05:00","22","一月","星期日","908 Prohibited Offensive Weapons. ","908","9"
"421",6707,19,"M","B","2017-03-21T20:57:00","20","三月","星期二","2702 Aggravated Assault. ","2702","27"
"434",4513,20,"M","B","2017-01-01T08:44:00","8","一月","星期日","2701 Simple Assault.","2701","27"
"436",6857,12,"M","B","2017-03-21T14:15:00","14","三月","星期二","2702 Aggravated Assault.","2702","27"
"437",3984,17,"M","B","2017-01-06T11:40:00","11","一月","星期五","2702 Aggravated Assault. ","2702","27"
"439",4913,15,"F","B","2017-02-01T09:53:00","9","二月","星期三","2702 Aggravated Assault.","2702","27"
"442",6717,16,"M","B","2017-03-23T15:45:00","15","三月","星期四","903 Criminal Conspiracy. ","903","9"
"444",4919,17,"M","B","2017-01-30T11:30:00","11","一月","星期一","903 Criminal Conspiracy. ","903","9"
"447",4923,16,"M","B","2017-01-30T19:20:00","19","一月","星期一","2706 Terroristic Threats. ","2706","27"
"457",4520,20,"M","B","2017-01-11T14:36:00","14","一月","星期三","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"463",3348,21,"M","B","2016-12-13T08:30:00","8","十二月","星期二","3922 Theft by Deception. ","3922","39"
"465",2071,16,"F","B","2016-10-29T18:26:00","18","十月","星期六","3925 Receiving Stolen Property. ","3925","39"
"471",2587,13,"M","U","2016-11-08T14:00:00","14","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"477",1280,13,"M","B","2016-09-28T16:08:00","16","九月","星期三","2702 Aggravated Assault. ","2702","27"
"479",2073,20,"M","B","2016-10-11T19:30:00","19","十月","星期二","903 Criminal Conspiracy. ","903","9"
"485",2597,16,"M","B","2016-11-11T22:54:00","22","十一月","星期五","2705 Recklessy Endangering Another Person. ","2705","27"
"494",4934,10,"M","B","2017-01-25T15:30:00","15","一月","星期三","2702 Aggravated Assault. ","2702","27"
"498",2356,21,"M","B","2016-10-29T01:10:00","1","十月","星期六","5505 Public Drunkenness ","5505","55"
"505",4941,21,"M","B","2017-02-02T13:20:00","13","二月","星期四","5101 Obstructing Admin. of Law  ","5101","51"
"510",5940,15,"M","B","2017-02-22T14:15:00","14","二月","星期三","2702 Aggravated Assault. ","2702","27"
"512",4950,20,"M","B","2017-01-24T20:10:00","20","一月","星期二","903 Criminal Conspiracy. ","903","9"
"518",4957,20,"M","B","2017-01-24T17:33:00","17","一月","星期二","1371 Operation Following Suspension of Registration. ","1371","13"
"520",502,20,"M","W","2016-08-27T17:31:00","17","八月","星期六","9501 Bench Warrant","9501","95"
"521",4879,21,"M","W","2017-01-18T21:48:00","21","一月","星期三","3925 Receiving Stolen Property. ","3925","39"
"524",4991,19,"F","W","2017-01-29T21:00:00","21","一月","星期日","907 Possessing Instruments of Crime. ","907","9"
"528",3507,20,"M","B","2016-12-05T20:56:00","20","十二月","星期一","907 Possessing Instruments of Crime. ","907","9"
"532",10,14,"M","B","2016-08-23T13:36:00","13","八月","星期二","3127 Indecent Exposure. ","3127","31"
"535",2370,21,"M","B","2016-10-27T18:45:00","18","十月","星期四","2701 Simple Assault. ","2701","27"
"537",4213,21,"M","W","2017-01-01T00:28:00","0","一月","星期日","2702 Aggravated Assault. ","2702","27"
"541",5340,14,"F","B","2017-02-09T08:35:00","8","二月","星期四","912 Possession of Weapon on School Property. ","912","9"
"546",6725,21,"M","W","2017-03-19T01:20:00","1","三月","星期日","5503 Disorderly Conduct. ","5503","55"
"549",4999,20,"M","B","2017-01-29T23:30:00","23","一月","星期日","6106 Firearms not to be Carried without a License. ","6106","61"
"552",2375,15,"M","B","2016-11-08T10:30:00","10","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"554",22,14,"M","W","2016-09-13T10:40:00","10","九月","星期二","903 Criminal Conspiracy. ","903","9"
"558",2376,14,"M","B","2016-11-08T10:30:00","10","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"560",2377,15,"M","B","2016-11-08T10:30:00","10","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"562",6419,21,"M","B","2017-03-10T02:15:00","2","三月","星期五","2702 Aggravated Assault. ","2702","27"
"566",26,15,"M","B","2016-08-31T21:29:00","21","八月","星期三","903 Criminal Conspiracy. ","903","9"
"573",2379,17,"F","B","2016-11-02T19:25:00","19","十一月","星期三","903 Criminal Conspiracy. ","903","9"
"575",2378,16,"M","B","2016-11-01T08:00:00","8","十一月","星期二","2702 Aggravated Assault. ","2702","27"
"579",28,18,"M","B","2016-08-02T13:45:00","13","八月","星期二","2501 Criminal Homicide. ","2501","25"
"585",5045,18,"M","W","2017-01-26T00:33:00","0","一月","星期四","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"586",36,21,"M","W","2016-09-01T06:17:00","6","九月","星期四","3934 Theft from Vehicle","3934","39"
"587",2381,17,"F","B","2016-11-02T19:25:00","19","十一月","星期三","903 Criminal Conspiracy. ","903","9"
"589",4535,18,"M","W","2017-01-16T15:53:00","15","一月","星期一","2701 Simple Assault. ","2701","27"
"591",41,19,"F","B","2016-08-30T13:27:00","13","八月","星期二","9093 Indirect Criminal Contempt","9093","90"
"594",49,18,"M","B","2016-08-28T21:30:00","21","八月","星期日","2702 Aggravated Assault. ","2702","27"
"597",46,16,"M","B","2016-09-13T09:15:00","9","九月","星期二","903 Criminal Conspiracy. ","903","9"
"602",56,19,"F","B","2016-08-04T22:15:00","22","八月","星期四","3925 Receiving Stolen Property. ","3925","39"
"606",4948,14,"M","B","2017-01-27T12:30:00","12","一月","星期五","912 Possession of Weapon on School Property.","912","9"
"607",5056,21,"M","B","2017-01-31T18:38:00","18","一月","星期二","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"612",598,16,"M","B","2016-09-08T16:30:00","16","九月","星期四","903 Criminal Conspiracy. ","903","9"
"614",4113,12,"M","B","2016-12-20T15:08:00","15","十二月","星期二","912 Possession of Weapon on School Property.","912","9"
"615",3275,18,"M","B","2016-11-23T17:41:00","17","十一月","星期三","3925 Receiving Stolen Property. ","3925","39"
"618",4112,11,"F","B","2016-12-20T15:08:00","15","十二月","星期二","2702 Aggravated Assault. ","2702","27"
"622",62,15,"F","H","2016-08-31T13:30:00","13","八月","星期三","2707 Propulsion of Missiles  ","2707","27"
"624",6765,16,"M","B","2017-03-20T17:55:00","17","三月","星期一","3304 Criminal Mischief. ","3304","33"
"626",729,13,"M","B","2016-08-24T12:34:00","12","八月","星期三","6106 Firearms not to be Carried without a License. ","6106","61"
"633",4116,16,"F","O","2016-12-27T07:49:00","7","十二月","星期二","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"635",6391,19,"M","W","2017-03-10T13:18:00","13","三月","星期五","9501 Bench Warrant","9501","95"
"636",4553,15,"M","B","2017-01-25T16:00:00","16","一月","星期三","903 Criminal Conspiracy. ","903","9"
"642",4216,19,"M","B","2016-12-20T14:00:00","14","十二月","星期二","3925 Receiving Stolen Property.","3925","39"
"643",4567,16,"M","B","2017-01-19T07:00:00","7","一月","星期四","2702 Aggravated Assault. ","2702","27"
"645",94,16,"M","B","2016-09-01T23:22:00","23","九月","星期四","6106 Firearms not to be Carried without a License. ","6106","61"
"649",4573,19,"M","B","2017-01-13T19:55:00","19","一月","星期五","5126 Flight to Avoid Apprehension, Trial or Punishment.","5126","51"
"650",6772,15,"F","O","2017-03-02T13:30:00","13","三月","星期四","2702 Aggravated Assault. ","2702","27"
"654",5008,14,"M","W","2017-01-27T22:25:00","22","一月","星期五","903 Criminal Conspiracy. ","903","9"
"657",4120,13,"M","B","2017-01-12T15:30:00","15","一月","星期四","903 Criminal Conspiracy. ","903","9"
"660",109,19,"M","B","2016-08-02T14:02:00","14","八月","星期二","9501 Bench Warrant","9501","95"
"661",120,21,"M","W","2016-08-05T00:12:00","0","八月","星期五","3921 Theft by Unlawful Taking or Disposition. ","3921","39"
"664",4576,17,"M","B","2017-01-28T17:00:00","17","一月","星期六","6106 Firearms not to be Carried without a License. ","6106","61"
"668",5087,19,"M","W","2017-02-06T16:42:00","16","二月","星期一","903 Criminal Conspiracy. ","903","9"
"670",6293,17,"M","W","2017-03-11T09:00:00","9","三月","星期六","2706 Terroristic Threats.","2706","27"
"671",141,17,"M","B","2016-09-13T11:00:00","11","九月","星期二","3502 Burglary.","3502","35"
"672",2390,21,"M","B","2016-10-28T13:30:00","13","十月","星期五","3925 Receiving Stolen Property. ","3925","39"
