"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen","Code","ShortCode"
"5446",5887,39,"F","W","2017-03-02T14:55:00","3928 Unauthorized Use of Automobile and Other Vehicles.","14","March","Thursday",0,"3928","39"
"5447",1036,22,"M","W","2016-09-10T16:04:00","5505 Public Drunkenness / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","16","September","Saturday",0,"5505","55"
"5448",4067,33,"M","W","2016-12-29T21:32:00","3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession","21","December","Thursday",0,"3929","39"
"5449",4070,60,"M","W","2016-12-30T19:44:00","2701 Simple Assault. / 2706 Terroristic Threats.","19","December","Friday",0,"2701","27"
"5450",6144,20,"M","B","2017-03-02T20:02:00","902 Criminal Solicitation. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5902(e) Patronizing a Prostitute","20","March","Thursday",1,"902","9"
"5451",5652,60,"M","W","2017-02-14T17:47:00","9501 Bench Warrant","17","February","Tuesday",0,"9501","95"
"5452",1038,24,"M","B","2016-09-27T13:00:00","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 6106 Firearms not to be Carried without a License.","13","September","Tuesday",0,"2702","27"
"5454",5653,56,"M","W","2017-02-01T09:00:00","9501 Bench Warrant","9","February","Wednesday",0,"9501","95"
"5455",3149,30,"M","B","2016-11-18T21:15:00","2706 Terroristic Threats. / 3304 Criminal Mischief. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","21","November","Friday",0,"2706","27"
"5456",5655,43,"M","W","2017-02-23T09:18:00","3921 Theft by Unlawful Taking or Disposition. / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent","9","February","Thursday",0,"3921","39"
"5458",2598,23,"F","W","2016-11-18T01:00:00","3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","1","November","Friday",0,"3736","37"
"5459",3435,19,"M","B","2016-12-15T18:00:00","3925 Receiving Stolen Property.","18","December","Thursday",1,"3925","39"
"5460",3692,43,"M","B","2016-12-26T12:35:00","9015 Failure To Appear/Arrest on Attachment Order","12","December","Monday",0,"9015","90"
"5462",1045,26,"M","B","2016-09-27T22:20:00","3928 Unauthorized Use of Automobile and Other Vehicles.","22","September","Tuesday",0,"3928","39"
"5464",6666,25,"M","B","2017-03-20T19:03:00","3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud","19","March","Monday",0,"3921","39"
"5465",3382,19,"M","B","2016-12-13T10:20:00","3925 Receiving Stolen Property.","10","December","Tuesday",1,"3925","39"
"5466",1704,27,"M","B","2016-10-01T02:53:00","5502 Failure of Disorderly Persons to Disperse  / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","2","October","Saturday",0,"5502","55"
"5469",3620,28,"M","B","2016-12-09T20:54:00","4910 Tampering with or Fabricating Physical Evidence. / 780-113(a39) Prohibited Acts - Possession Of Substances For Methamphetamine Manufacture","20","December","Friday",0,"4910","49"
"5470",5014,31,"M","B","2017-01-29T16:39:00","9093 Indirect Criminal Contempt","16","January","Sunday",0,"9093","90"
"5471",5286,18,"M","B","2017-02-15T15:30:00","903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","15","February","Wednesday",1,"903","9"
"5472",1194,30,"F","B","2016-10-01T16:50:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession","16","October","Saturday",0,"903","9"
"5474",1112,48,"M","W","2016-09-15T18:45:00","3304 Criminal Mischief. / 3502 Burglary.","18","September","Thursday",0,"3304","33"
"5475",606,31,"M","B","2016-08-27T16:59:00","9501 Bench Warrant","16","August","Saturday",0,"9501","95"
"5477",2605,29,"M","B","2016-11-04T03:17:00","9093 Indirect Criminal Contempt","3","November","Friday",0,"9093","90"
"5478",3453,17,"M","B","2016-12-12T22:36:00","3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 6106 Firearms not to be Carried without a License. / 607.03 Discharging Firearm or Airgun / 6110.1 Possesion of Firearm by Minor","22","December","Monday",1,"3925","39"
"5479",5659,19,"M","B","2017-02-14T19:35:00","3925 Receiving Stolen Property. / 9501 Bench Warrant","19","February","Tuesday",1,"3925","39"
"5480",4437,29,"M","W","2017-01-17T18:51:00","2706 Terroristic Threats.","18","January","Tuesday",0,"2706","27"
"5481",2733,34,"M","O","2016-11-04T20:10:00","3714 Careless Driving / 3802(a)(1) DUI - General Impairment","20","November","Friday",0,"3714","37"
"5482",1708,26,"M","B","2016-10-02T00:01:00","4910 Tampering with or Fabricating Physical Evidence. / 6106 Firearms not to be Carried without a License. / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","0","October","Sunday",0,"4910","49"
"5483",3623,34,"F","W","2016-12-09T22:35:00","3334 Turning Movements and Required Signals. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","22","December","Friday",0,"3334","33"
"5485",5669,46,"F","W","2017-02-15T22:07:00","2701 Simple Assault.","22","February","Wednesday",0,"2701","27"
"5489",6671,61,"M","B","2016-12-25T19:30:00","2701 Simple Assault. / 2706 Terroristic Threats.","19","December","Sunday",0,"2701","27"
"5490",50,20,"M","B","2016-08-20T04:30:00","2701 Simple Assault. / 3701 Robbery. / 2709(b) Stalking","4","August","Saturday",1,"2701","27"
"5491",3624,51,"F","B","2016-12-10T00:18:00","9501 Bench Warrant","0","December","Saturday",0,"9501","95"
"5493",3024,20,"M","I","2016-12-06T09:00:00","3743 Accidents Involving Damage to Attended Veh. or Property","9","December","Tuesday",1,"3743","37"
"5494",3708,36,"M","B","2017-01-02T14:50:00","2701 Simple Assault.","14","January","Monday",0,"2701","27"
"5496",5526,28,"M","W","2017-02-11T16:32:00","3929 Retail Theft.","16","February","Saturday",0,"3929","39"
"5497",6455,39,"M","B","2017-03-14T12:00:00","2701 Simple Assault.","12","March","Tuesday",0,"2701","27"
"5498",2611,32,"F","W","2016-11-18T02:40:00","9015 Failure To Appear/Arrest on Attachment Order","2","November","Friday",0,"9015","90"
"5500",5903,29,"M","B","2017-02-17T17:30:00","2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","17","February","Friday",0,"2701","27"
"5501",2612,40,"F","B","2016-11-18T02:00:00","2706 Terroristic Threats. / 3921 Theft by Unlawful Taking or Disposition.","2","November","Friday",0,"2706","27"
"5502",608,20,"F","W","2016-09-02T12:04:00","3921 Theft by Unlawful Taking or Disposition. / 3503 Criminal Trespass","12","September","Friday",1,"3921","39"
"5503",4956,62,"M","W","2017-01-24T17:20:00","902 Criminal Solicitation. / 5902(e) Patronizing a Prostitute","17","January","Tuesday",0,"902","9"
"5504",1059,50,"F","W","2016-09-02T19:10:00","4952 Intimidation of Witnesses or Victims / 5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement.","19","September","Friday",0,"4952","49"
"5505",5032,25,"M","W","2017-01-22T20:40:00","5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","20","January","Sunday",0,"5104","51"
"5506",2739,39,"M","W","2016-11-07T20:14:00","9501 Bench Warrant","20","November","Monday",0,"9501","95"
"5509",1060,25,"M","W","2016-09-02T19:46:00","2701 Simple Assault. / 2702 Aggravated Assault.","19","September","Friday",0,"2701","27"
"5510",6674,25,"M","B","2017-03-20T19:03:00","907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5902(a)(1) Prostitution  / 13(a)(31) Marijuana: Possession Small Amount","19","March","Monday",0,"907","9"
"5511",1053,44,"M","W","2016-09-08T12:50:00","2701 Simple Assault. / 3304 Criminal Mischief.","12","September","Thursday",0,"2701","27"
"5512",1706,26,"M","O","2016-10-01T04:50:00","1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","4","October","Saturday",0,"1501","15"
"5514",3627,24,"M","W","2016-12-10T02:59:00","2701 Simple Assault.","2","December","Saturday",0,"2701","27"
"5516",1061,27,"M","W","2016-09-02T19:05:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3736 Reckless Driving","19","September","Friday",0,"1543","15"
"5517",1065,31,"M","B","2016-09-02T22:55:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","22","September","Friday",0,"1543","15"
"5519",3169,36,"M","W","2016-11-18T22:50:00","3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","22","November","Friday",0,"3714","37"
"5520",6736,23,"F","W","2017-03-06T10:40:00","2705 Recklessy Endangering Another Person. / 3701 Robbery.","10","March","Monday",0,"2705","27"
"5521",1072,27,"M","B","2016-09-16T18:17:00","2705 Recklessy Endangering Another Person. / 1501 Drivers Required to be Licensed. / 1511 Carrying and Exhibiting Driver's License on Demand. / 3736 Reckless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop.","18","September","Friday",0,"2705","27"
"5523",1719,26,"F","B","2016-10-14T14:08:00","903 Criminal Conspiracy. / 2701 Simple Assault.","14","October","Friday",0,"903","9"
"5524",3456,18,"M","B","2016-12-14T19:30:00","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 6110.2 Possesion of Firearm with Altered Mfg. Number","19","December","Wednesday",1,"903","9"
"5525",3142,34,"M","W","2016-11-19T04:29:00","2701 Simple Assault.","4","November","Saturday",0,"2701","27"
"5526",2737,44,"F","W","2016-11-08T19:05:00","3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","19","November","Tuesday",0,"3323","33"
"5527",4964,63,"M","B","2017-01-24T21:45:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession","21","January","Tuesday",0,"4910","49"
"5528",5673,38,"M","B","2017-02-16T00:04:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment","0","February","Thursday",0,"1543","15"
"5530",3247,54,"M","B","2016-11-28T06:55:00","9501 Bench Warrant","6","November","Monday",0,"9501","95"
"5531",3457,20,"M","B","2016-12-14T19:30:00","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 6110.2 Possesion of Firearm with Altered Mfg. Number","19","December","Wednesday",1,"903","9"
"5535",6352,12,"M","B","2017-03-14T10:39:00","2701 Simple Assault. / 2702 Aggravated Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","10","March","Tuesday",1,"2701","27"
"5536",6353,10,"M","B","2017-03-10T10:05:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","10","March","Friday",1,"2702","27"
"5537",3176,27,"F","B","2016-11-25T02:10:00","3925 Receiving Stolen Property.","2","November","Friday",0,"3925","39"
"5538",5680,40,"M","B","2017-01-20T15:12:00","907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 13(a)(32) Paraphernalia - Use or Possession / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","15","January","Friday",0,"907","9"
"5539",27,18,"M","B","2016-08-29T11:14:00","9015 Failure To Appear/Arrest on Attachment Order","11","August","Monday",1,"9015","90"
"5540",1073,29,"F","W","2016-09-08T12:59:00","2706 Terroristic Threats. / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner","12","September","Thursday",0,"2706","27"
"5541",1077,18,"M","W","2016-09-04T22:20:00","2701 Simple Assault. / 2710 Ethnic Intimidation. / 3701 Robbery. / 5505 Public Drunkenness / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor","22","September","Sunday",1,"2701","27"
"5542",5297,19,"M","B","2017-02-02T14:00:00","9501 Bench Warrant","14","February","Thursday",1,"9501","95"
"5543",5478,40,"M","B","2017-02-16T09:20:00","3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession","9","February","Thursday",0,"3929","39"
"5544",1078,20,"M","W","2016-09-16T20:46:00","2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","20","September","Friday",1,"2702","27"
"5545",1081,40,"M","B","2016-09-06T18:12:00","9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","18","September","Tuesday",0,"9501","95"
"5546",3458,18,"M","B","2016-12-14T19:30:00","903 Criminal Conspiracy. / 4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 6110.2 Possesion of Firearm with Altered Mfg. Number","19","December","Wednesday",1,"903","9"
"5547",3459,17,"M","B","2016-12-14T19:30:00","903 Criminal Conspiracy. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor / 6110.2 Possesion of Firearm with Altered Mfg. Number","19","December","Wednesday",1,"903","9"
"5548",3464,56,"F","W","2016-12-06T19:30:00","3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.","19","December","Tuesday",0,"3921","39"
"5551",5298,41,"M","B","2017-02-02T15:27:00","9501 Bench Warrant","15","February","Thursday",0,"9501","95"
"5552",1135,50,"F","B","2016-09-06T21:05:00","2701 Simple Assault.","21","September","Tuesday",0,"2701","27"
"5553",5694,28,"M","B","2017-02-19T00:41:00","907 Possessing Instruments of Crime. / 2701 Simple Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","0","February","Sunday",0,"907","9"
"5555",1230,16,"M","B","2016-09-09T09:50:00","912 Possession of Weapon on School Property.","9","September","Friday",1,"912","9"
"5557",6354,12,"M","B","2017-03-10T10:05:00","5502 Failure of Disorderly Persons to Disperse  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","10","March","Friday",1,"5502","55"
"5558",1139,32,"F","B","2016-09-17T00:30:00","903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver","0","September","Saturday",0,"903","9"
"5559",3467,17,"M","B","2016-12-02T12:00:00","903 Criminal Conspiracy. / 3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.","12","December","Friday",1,"903","9"
"5560",3469,26,"M","B","2016-12-02T02:32:00","2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3301 Driving on Right Side of Roadway. / 3361  Driving Vehicle at Safe Speed. / 13(a)(16) Possession of Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3809(a) Restriction on Alcoholic Beverages in Vehicle","2","December","Friday",0,"2702","27"
"5561",5844,45,"F","B","2017-02-25T10:08:00","9015 Failure To Appear/Arrest on Attachment Order","10","February","Saturday",0,"9015","90"
"5562",5531,61,"M","B","2017-02-10T00:40:00","2701 Simple Assault.","0","February","Friday",0,"2701","27"
"5565",5164,44,"M","B","2017-01-30T23:04:00","3126 Indecent Assault.","23","January","Monday",0,"3126","31"
"5566",1710,23,"M","B","2016-10-02T00:01:00","9501 Bench Warrant","0","October","Sunday",0,"9501","95"
"5569",5302,34,"M","B","2017-02-03T17:15:00","3304 Criminal Mischief. / 5505 Public Drunkenness","17","February","Friday",0,"3304","33"
"5571",1084,27,"M","B","2016-09-14T01:21:00","6106 Firearms not to be Carried without a License. / 1371 Operation Following Suspension of Registration. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","1","September","Wednesday",0,"6106","61"
"5574",3470,60,"M","B","2016-12-02T18:01:00","4912 Impersonating a Public Servant. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 3503(b)(1)(i) Actual Communication","18","December","Friday",0,"4912","49"
"5575",3472,35,"M","W","2016-12-04T15:35:00","5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 601.16(b)(1)(c) Any Person who urinates or defecates in, on, or about any private property without consent of owner / 601.16(b)(2) Any Person who urinates or defecates in, on, or about any public place w/o immediately cleaning and disposing of the material / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","15","December","Sunday",0,"5104","51"
"5576",3474,39,"M","W","2016-12-06T11:59:00","2701 Simple Assault. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","11","December","Tuesday",0,"2701","27"
"5577",5136,27,"F","B","2017-01-10T13:30:00","2701 Simple Assault.","13","January","Tuesday",0,"2701","27"
"5578",5307,30,"M","O","2017-02-04T11:30:00","3743 Accidents Involving Damage to Attended Veh. or Property","11","February","Saturday",0,"3743","37"
"5579",536,23,"M","B","2016-08-25T09:30:00","2701 Simple Assault.","9","August","Thursday",0,"2701","27"
"5580",3476,31,"M","W","2016-12-04T18:40:00","4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9015 Failure To Appear/Arrest on Attachment Order","18","December","Sunday",0,"4910","49"
"5584",1786,25,"M","W","2016-10-24T10:50:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3743 Accidents Involving Damage to Attended Veh. or Property","10","October","Monday",0,"1543","15"
"5585",3477,35,"M","W","2016-12-04T16:30:00","3934 Theft from Vehicle","16","December","Sunday",0,"3934","39"
"5586",3479,34,"M","B","2016-12-06T22:02:00","2706 Terroristic Threats. / 3701 Robbery.","22","December","Tuesday",0,"2706","27"
"5588",5702,31,"M","B","2017-02-20T22:56:00","2701 Simple Assault. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","22","February","Monday",0,"2701","27"
"5589",5705,30,"M","W","2017-02-17T01:48:00","5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 3503(b)(1)(i) Actual Communication","1","February","Friday",0,"5104","51"
"5590",1243,36,"F","W","2016-09-16T21:13:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","21","September","Friday",0,"903","9"
"5591",5708,25,"M","W","2017-02-17T03:11:00","3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","3","February","Friday",0,"3736","37"
"5593",3480,29,"M","B","2016-12-01T00:26:00","2702 Aggravated Assault.","0","December","Thursday",0,"2702","27"
"5594",3481,44,"M","W","2016-12-04T17:15:00","2701 Simple Assault. / 2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness","17","December","Sunday",0,"2701","27"
"5596",6357,16,"F","W","2017-03-10T08:15:00","903 Criminal Conspiracy. / 5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","8","March","Friday",1,"903","9"
"5597",2342,29,"M","B","2016-10-29T11:40:00","3921 Theft by Unlawful Taking or Disposition.","11","October","Saturday",0,"3921","39"
"5599",3133,55,"M","B","2016-12-06T15:20:00","4915 Failure to Comply with Megans Law","15","December","Tuesday",0,"4915","49"
"5600",6358,16,"F","W","2017-03-10T08:15:00","903 Criminal Conspiracy. / 5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","8","March","Friday",1,"903","9"
"5601",5712,18,"M","B","2017-02-20T14:20:00","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1501 Drivers Required to be Licensed. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","February","Monday",1,"3925","39"
"5602",617,58,"M","W","2016-08-18T09:15:00","2702 Aggravated Assault.","9","August","Thursday",0,"2702","27"
"5603",1246,30,"F","B","2016-09-29T18:00:00","2701 Simple Assault.","18","September","Thursday",0,"2701","27"
"5604",1812,23,"M","W","2016-10-09T01:16:00","2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement.","1","October","Sunday",0,"2701","27"
"5605",2968,34,"M","B","2016-11-18T11:06:00","2709 Harassment (Non-Specific) / 4914(A) False Identification to Law Enforcement","11","November","Friday",0,"2709","27"
"5606",3645,41,"M","W","2016-12-10T23:05:00","3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment","23","December","Saturday",0,"3112","31"
"5607",6439,29,"M","O","2017-03-06T15:45:00","9015 Failure To Appear/Arrest on Attachment Order","15","March","Monday",0,"9015","90"
"5610",5033,24,"M","W","2017-01-22T20:50:00","2702 Aggravated Assault.","20","January","Sunday",0,"2702","27"
"5611",5714,33,"F","W","2017-02-20T15:45:00","3502 Burglary. / 2709 Harassment (Non-Specific)","15","February","Monday",0,"3502","35"
"5613",1157,29,"M","B","2016-09-13T22:51:00","6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount","22","September","Tuesday",0,"6106","61"
"5614",3488,28,"F","W","2016-12-02T20:00:00","4703 Operation of Vehicle without Official Certif. of Inspection / 7122 Altered, Forged or Counterfeit Documents and Plates","20","December","Friday",0,"4703","47"
"5615",5715,32,"M","W","2017-02-21T19:10:00","2701 Simple Assault.","19","February","Tuesday",0,"2701","27"
"5616",5553,31,"M","W","2017-02-07T11:00:00","9501 Bench Warrant","11","February","Tuesday",0,"9501","95"
"5618",5717,23,"F","W","2017-02-25T20:50:00","2701 Simple Assault.","20","February","Saturday",0,"2701","27"
"5619",548,20,"F","B","2016-09-06T13:40:00","9015 Failure To Appear/Arrest on Attachment Order","13","September","Tuesday",1,"9015","90"
"5620",1090,58,"M","W","2016-09-08T18:31:00","4910 Tampering with or Fabricating Physical Evidence. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","18","September","Thursday",0,"4910","49"
"5621",1760,23,"F","W","2016-10-06T23:39:00","3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment","23","October","Thursday",0,"3736","37"
"5623",4501,32,"M","B","2017-01-15T22:10:00","9501 Bench Warrant","22","January","Sunday",0,"9501","95"
"5624",5610,21,"F","W","2017-02-17T14:35:00","9501 Bench Warrant","14","February","Friday",1,"9501","95"
"5626",1159,46,"M","B","2016-09-14T00:05:00","2701 Simple Assault.","0","September","Wednesday",0,"2701","27"
"5627",2983,35,"M","B","2016-11-15T00:54:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","0","November","Tuesday",0,"1301","13"
"5628",1832,21,"M","H","2016-10-08T22:13:00","5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","22","October","Saturday",1,"5505","55"
"5629",6446,43,"F","B","2017-03-06T09:40:00","3929 Retail Theft.","9","March","Monday",0,"3929","39"
"5632",1092,31,"M","B","2016-09-08T21:40:00","1371 Operation Following Suspension of Registration. / 1376 Surrender of Reg. Upon Susp. or Revocation. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 13(a)(31) Marijuana: Possession Small Amount","21","September","Thursday",0,"1371","13"
"5633",1096,53,"M","B","2016-09-12T04:08:00","9501 Bench Warrant","4","September","Monday",0,"9501","95"
"5634",5932,17,"M","B","2017-02-19T16:52:00","5126 Flight to Avoid Apprehension, Trial or Punishment. / 13(a)(16) Possession of Controlled Substance","16","February","Sunday",1,"5126","51"
"5635",6154,23,"M","B","2017-03-02T13:49:00","907 Possessing Instruments of Crime. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities","13","March","Thursday",0,"907","9"
"5636",1099,39,"M","W","2016-09-28T10:20:00","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person.","10","September","Wednesday",0,"2702","27"
"5637",6160,50,"M","W","2017-03-02T16:20:00","902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute","16","March","Thursday",0,"902","9"
"5638",1100,34,"F","W","2016-09-28T21:15:00","9015 Failure To Appear/Arrest on Attachment Order","21","September","Wednesday",0,"9015","90"
"5640",3181,44,"M","W","2016-11-25T11:22:00","9501 Bench Warrant","11","November","Friday",0,"9501","95"
"5641",5040,32,"M","B","2017-01-31T03:38:00","2701 Simple Assault.","3","January","Tuesday",0,"2701","27"
"5642",5501,39,"M","W","2017-02-14T17:08:00","3928 Unauthorized Use of Automobile and Other Vehicles. / 4120 Identity Theft / 4914 False Identification to Law Enforcement Authorities","17","February","Tuesday",0,"3928","39"
"5643",5939,44,"M","B","2017-02-25T17:45:00","2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","17","February","Saturday",0,"2701","27"
