"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen"
"5648",3259,42,"M","W","2016-11-23T01:30:00","2701 Simple Assault.","1","November","Wednesday",0
"5649",1106,20,"M","B","2016-09-28T13:09:00","2705 Recklessy Endangering Another Person. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3112 Traffic-Control Signals. / 3301 Driving on Right Side of Roadway. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","13","September","Wednesday",1
"5650",3669,34,"M","B","2016-12-07T18:30:00","2701 Simple Assault.","18","December","Wednesday",0
"5651",5726,51,"M","W","2017-02-20T19:00:00","1504 Classes of Licenses. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment","19","February","Monday",0
"5652",5727,39,"M","W","2017-02-22T01:50:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1","February","Wednesday",0
"5653",6164,28,"M","B","2017-03-01T13:54:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","13","March","Wednesday",0
"5654",6165,28,"F","B","2017-03-01T13:54:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","13","March","Wednesday",0
"5655",1724,26,"M","B","2016-10-05T00:02:00","2701 Simple Assault.","0","October","Wednesday",0
"5656",6168,31,"M","B","2017-03-01T17:05:00","3304 Criminal Mischief. / 3929 Retail Theft. / 3503(b.1) Criminal Trespass - Simple Trespasser","17","March","Wednesday",0
"5657",1108,23,"M","W","2016-09-11T08:28:00","5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","8","September","Sunday",0
"5658",2880,27,"M","B","2016-11-16T02:00:00","9501 Bench Warrant","2","November","Wednesday",0
"5659",5506,21,"F","B","2017-02-11T20:00:00","2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","20","February","Saturday",1
"5660",1110,51,"M","W","2016-09-15T09:45:00","2701 Simple Assault. / 5505 Public Drunkenness","9","September","Thursday",0
"5661",3494,16,"M","B","2016-12-08T09:35:00","2701 Simple Assault. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 5503 Disorderly Conduct.","9","December","Thursday",1
"5662",3495,15,"M","B","2016-12-14T21:45:00","903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3701 Robbery.","21","December","Wednesday",1
"5663",3496,10,"M","B","2016-12-01T13:30:00","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","13","December","Thursday",1
"5664",3500,12,"M","B","2016-12-07T14:20:00","3301 Arson  / 3302 Causing or Risking Catastrophe.","14","December","Wednesday",1
"5665",5517,27,"F","B","2017-02-11T10:00:00","9501 Bench Warrant / 4914(A) False Identification to Law Enforcement","10","February","Saturday",0
"5666",1113,20,"M","W","2016-09-02T21:12:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","21","September","Friday",1
"5667",1114,22,"M","B","2016-09-28T10:10:00","903 Criminal Conspiracy. / 2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","10","September","Wednesday",0
"5668",2682,50,"M","W","2016-11-03T17:00:00","3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","17","November","Thursday",0
"5669",2885,29,"M","B","2016-11-15T02:38:00","903 Criminal Conspiracy. / 3502 Burglary. / 627.02(b)(i) Possessing a small amount of marijuana","2","November","Tuesday",0
"5670",3779,60,"F","W","2016-12-03T20:15:00","2702 Aggravated Assault.","20","December","Saturday",0
"5671",3498,16,"M","B","2016-12-06T12:47:00","2503(b) Voluntary Manslaughter - Unreasonable Belief Killing Justified","12","December","Tuesday",1
"5672",3499,14,"M","B","2016-12-06T09:25:00","13(a)(32) Paraphernalia - Use or Possession","9","December","Tuesday",1
"5673",1115,18,"M","W","2016-09-28T18:34:00","3743 Accidents Involving Damage to Attended Veh. or Property","18","September","Wednesday",1
"5674",3722,32,"F","B","2016-12-15T17:55:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 13(a)(31)* Hashish - Possession Small Amount","17","December","Thursday",0
"5675",3073,30,"M","W","2016-11-22T13:30:00","3929 Retail Theft. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","13","November","Tuesday",0
"5676",5509,21,"F","W","2017-02-15T13:45:00","2701 Simple Assault. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","13","February","Wednesday",1
"5677",5730,56,"M","W","2017-02-20T21:40:00","3802(a)(1) DUI - General Impairment","21","February","Monday",0
"5678",1116,31,"M","B","2016-09-06T02:14:00","13(a)(31) Marijuana: Possession Small Amount","2","September","Tuesday",0
"5679",6453,36,"M","B","2017-03-14T00:15:00","3921 Theft by Unlawful Taking or Disposition.","0","March","Tuesday",0
"5680",6747,22,"M","B","2017-03-05T02:27:00","4701 Bribery in Official and Political Matters. / 5101 Obstructing Admin. of Law  / 3503(b)(1)(i) Actual Communication","2","March","Sunday",0
"5681",5740,34,"M","W","2017-02-22T16:00:00","3925 Receiving Stolen Property. / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","16","February","Wednesday",0
"5682",1180,26,"F","W","2016-09-15T11:43:00","903 Criminal Conspiracy. / 4101 Forgery. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","11","September","Thursday",0
"5683",90,33,"M","W","2016-09-05T17:24:00","3925 Receiving Stolen Property. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving","17","September","Monday",0
"5684",1179,29,"F","W","2016-09-14T22:26:00","3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance","22","September","Wednesday",0
"5685",3505,31,"M","B","2016-12-17T09:47:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3736 Reckless Driving / 3742.1 Accident Involv. Death/Inj. While not Licensed / 3732.1 Aggravated Assault by Vehicle","9","December","Saturday",0
"5686",3521,24,"M","B","2016-12-01T17:00:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount","17","December","Thursday",0
"5687",6257,51,"M","B","2017-03-11T10:40:00","9501 Bench Warrant","10","March","Saturday",0
"5688",1118,32,"M","B","2016-09-14T14:30:00","903 Criminal Conspiracy. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","September","Wednesday",0
"5689",1119,33,"F","B","2016-09-14T14:30:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","September","Wednesday",0
"5690",3523,23,"M","B","2016-12-01T17:15:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","17","December","Thursday",0
"5691",5066,52,"F","B","2017-01-26T12:34:00","3929 Retail Theft.","12","January","Thursday",0
"5692",6171,34,"F","B","2017-03-04T02:02:00","1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","2","March","Saturday",0
"5693",3524,34,"M","B","2016-12-19T10:40:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment","10","December","Monday",0
"5694",5952,34,"M","W","2017-02-25T11:15:00","1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I / 3802(d)(2) DUI - Drug - Impaired Ability","11","February","Saturday",0
"5695",6751,53,"M","B","2017-03-23T14:03:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","14","March","Thursday",0
"5696",3198,14,"M","B","2016-11-29T09:00:00","2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","9","November","Tuesday",1
"5697",777,22,"M","W","2016-08-28T01:25:00","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","1","August","Sunday",0
"5698",3677,21,"M","B","2016-12-11T17:53:00","1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance","17","December","Sunday",1
"5699",3726,14,"M","B","2016-12-15T14:50:00","2709(a)(4) Harassment Communicates Prohibited Acts","14","December","Thursday",1
"5700",5069,38,"M","W","2017-01-29T15:02:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","15","January","Sunday",0
"5701",5742,23,"F","W","2017-02-24T17:03:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","17","February","Friday",0
"5702",5743,30,"M","B","2017-02-14T01:10:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(31) Marijuana: Possession Small Amount","1","February","Tuesday",0
"5703",3200,16,"F","B","2016-12-01T09:52:00","2701 Simple Assault. / 5503 Disorderly Conduct.","9","December","Thursday",1
"5704",5533,35,"M","B","2017-02-10T02:40:00","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use","2","February","Friday",0
"5705",107,33,"M","W","2016-08-02T12:17:00","3503 Criminal Trespass","12","August","Tuesday",0
"5706",3527,50,"M","B","2016-11-03T02:21:00","2706 Terroristic Threats. / 5505 Public Drunkenness / 5511.2A Taunting Police Animals","2","November","Thursday",0
"5707",3528,23,"M","B","2016-11-03T15:04:00","6106 Firearms not to be Carried without a License.","15","November","Thursday",0
"5708",5745,34,"M","W","2017-02-14T01:53:00","3802(a)(1) DUI - General Impairment","1","February","Tuesday",0
"5709",2698,53,"M","B","2016-11-15T06:40:00","9015 Failure To Appear/Arrest on Attachment Order","6","November","Tuesday",0
"5710",5747,38,"M","B","2017-02-14T05:30:00","5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","5","February","Tuesday",0
"5711",2889,37,"M","W","2016-11-13T15:40:00","13(a)(31) Marijuana: Possession Small Amount","15","November","Sunday",0
"5712",705,13,"M","B","2016-09-07T12:19:00","2701 Simple Assault. / 2710 Ethnic Intimidation.","12","September","Wednesday",1
"5713",1120,30,"F","B","2016-09-17T19:00:00","2701 Simple Assault.","19","September","Saturday",0
"5714",1123,22,"M","B","2016-09-14T17:10:00","100 Fugitive","17","September","Wednesday",0
"5715",3205,52,"M","W","2016-11-25T16:39:00","4910 Tampering with or Fabricating Physical Evidence. / 1332 Display of Registration Plate. / 3111 Obedience to Traffic-Control Devices. / 13(a)(16) Possession of Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer","16","November","Friday",0
"5716",5631,19,"M","W","2017-02-17T17:30:00","9501 Bench Warrant","17","February","Friday",1
"5717",5957,40,"M","B","2017-02-26T03:24:00","2706 Terroristic Threats. / 9501 Bench Warrant / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3","February","Sunday",0
"5718",1121,27,"M","W","2016-09-14T16:25:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","16","September","Wednesday",0
"5719",2706,49,"M","B","2016-11-07T13:55:00","13(a)(16) Possession of Controlled Substance","13","November","Monday",0
"5720",5749,60,"M","B","2017-02-14T07:14:00","3308 One-Way Roadways and Rotary Traffic Islands. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4914(A) False Identification to Law Enforcement / 3802(d)(2) DUI - Drug - Impaired Ability","7","February","Tuesday",0
"5721",3737,24,"M","B","2016-12-18T07:30:00","3921 Theft by Unlawful Taking or Disposition.","7","December","Sunday",0
"5722",706,33,"M","W","2016-08-22T17:43:00","9015 Failure To Appear/Arrest on Attachment Order","17","August","Monday",0
"5723",1188,45,"M","W","2016-09-06T22:27:00","2705 Recklessy Endangering Another Person. / 5104 Resisting Arrest or Other Law Enforcement. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(a)(2) DUI - BAC >.08% <.10%","22","September","Tuesday",0
"5724",3530,26,"F","B","2016-11-10T00:54:00","5503 Disorderly Conduct. / 5505 Public Drunkenness","0","November","Thursday",0
"5725",1189,22,"M","B","2016-09-15T15:13:00","9501 Bench Warrant","15","September","Thursday",0
"5726",1725,53,"M","B","2016-10-04T01:21:00","1301 Registration and Certificate of Title Required. / 1371 Operation Following Suspension of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 7122 Altered, Forged or Counterfeit Documents and Plates / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","1","October","Tuesday",0
"5727",3679,20,"M","B","2016-12-11T19:26:00","4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 1301 Registration and Certificate of Title Required. / 1501 Drivers Required to be Licensed. / 1511 Carrying and Exhibiting Driver's License on Demand. / 1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4914 False Identification to Law Enforcement Authorities","19","December","Sunday",1
"5728",5755,30,"M","B","2017-02-21T20:01:00","2701 Simple Assault. / 3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","20","February","Tuesday",0
"5729",5756,32,"M","W","2017-02-21T20:19:00","3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","20","February","Tuesday",0
"5730",6172,29,"M","B","2017-03-01T18:08:00","4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","18","March","Wednesday",0
"5731",6174,32,"M","W","2017-03-01T18:59:00","5101 Obstructing Admin. of Law  / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages.","18","March","Wednesday",0
"5732",6177,29,"M","B","2017-03-04T03:30:00","2701 Simple Assault.","3","March","Saturday",0
"5733",3211,24,"F","W","2016-11-22T19:28:00","9501 Bench Warrant","19","November","Tuesday",0
"5734",2894,42,"F","B","2016-12-01T11:30:00","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","11","December","Thursday",0
"5735",3686,31,"F","W","2016-12-14T02:07:00","2702 Aggravated Assault.","2","December","Wednesday",0
"5736",6182,53,"M","B","2017-03-01T22:20:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","22","March","Wednesday",0
"5737",1125,22,"M","B","2016-09-14T17:23:00","2705 Recklessy Endangering Another Person. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","17","September","Wednesday",0
"5738",3685,42,"M","W","2016-12-29T15:20:00","903 Criminal Conspiracy. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.","15","December","Thursday",0
"5739",5967,59,"M","B","2017-02-24T18:58:00","1786 Required Financial Responsibility. / 13(a)(31) Marijuana: Possession Small Amount","18","February","Friday",0
"5740",1131,57,"M","W","2016-09-06T20:22:00","5505 Public Drunkenness / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","20","September","Tuesday",0
"5741",6180,24,"F","W","2017-03-01T21:09:00","9501 Bench Warrant","21","March","Wednesday",0
"5742",1192,51,"M","W","2016-09-15T19:00:00","2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.","19","September","Thursday",0
"5743",6194,24,"M","B","2017-03-03T15:45:00","13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant","15","March","Friday",0
"5744",6195,35,"M","W","2017-03-06T03:21:00","901 Criminal Attempt / 3304 Criminal Mischief. / 5505 Public Drunkenness / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3503(b.1)(1)(iii) CRIMINAL TRESPASS/SIMPLE TRESPASSER","3","March","Monday",0
"5745",1195,31,"M","B","2016-10-02T11:50:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession","11","October","Sunday",0
"5746",3533,31,"M","W","2016-12-19T10:40:00","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.","10","December","Monday",0
"5747",3537,43,"M","W","2016-12-19T12:45:00","2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 2709 Harassment (Non-Specific)","12","December","Monday",0
"5748",3539,46,"F","W","2016-12-16T23:59:00","9015 Failure To Appear/Arrest on Attachment Order","23","December","Friday",0
"5749",1196,19,"M","B","2016-09-30T13:30:00","2701 Simple Assault.","13","September","Friday",1
"5750",3540,38,"M","W","2016-11-12T00:44:00","2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","0","November","Saturday",0
"5751",6196,56,"M","B","2017-03-03T17:00:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","17","March","Friday",0
"5752",5759,23,"M","B","2017-02-21T21:00:00","9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","21","February","Tuesday",0
"5753",3542,18,"M","B","2016-11-24T15:40:00","903 Criminal Conspiracy. / 3502 Burglary. / 3925 Receiving Stolen Property. / 5121 Escape. / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities","15","November","Thursday",1
"5754",325,31,"M","B","2016-09-06T20:34:00","3701 Robbery.","20","September","Tuesday",0
"5755",1199,50,"M","W","2016-10-01T17:35:00","2701 Simple Assault.","17","October","Saturday",0
"5756",1842,50,"M","B","2016-10-11T17:40:00","3701 Robbery.","17","October","Tuesday",0
"5757",2838,35,"M","W","2016-11-08T13:00:00","13(a)(32) Paraphernalia - Use or Possession","13","November","Tuesday",0
"5758",3688,28,"M","B","2016-12-22T06:27:00","2701 Simple Assault. / 3701 Robbery. / 4304(a)(1) Endangering Welfare of Children. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","6","December","Thursday",0
"5759",1848,28,"M","W","2016-10-09T22:25:00","5505 Public Drunkenness / 3503(b)(1)(i) Actual Communication","22","October","Sunday",0
"5760",3757,30,"M","B","2016-12-15T16:32:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(31) Marijuana: Possession Small Amount","16","December","Thursday",0
"5761",5763,22,"M","B","2017-02-21T22:35:00","5121 Escape. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3112 Traffic-Control Signals. / 3734 Driving without Lights to Avoid Identification or Arrest / 6106.1 Carrying Loaded Weapons Other Than Firearms","22","February","Tuesday",0
"5762",5765,56,"F","B","2017-02-14T12:30:00","9501 Bench Warrant","12","February","Tuesday",0
"5763",3023,24,"F","W","2016-11-22T13:10:00","3929 Retail Theft. / 4105(a)(1) Bad Checks","13","November","Tuesday",0
"5764",1524,16,"M","B","2016-10-03T13:14:00","13(a)(31) Marijuana: Possession Small Amount","13","October","Monday",1
"5765",6199,31,"M","W","2017-03-06T08:20:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","8","March","Monday",0
"5766",3767,29,"M","W","2016-12-23T06:25:00","2706 Terroristic Threats. / 3304 Criminal Mischief.","6","December","Friday",0
"5767",580,32,"M","W","2016-08-23T03:30:00","5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","3","August","Tuesday",0
"5768",5330,16,"M","B","2017-02-13T17:30:00","903 Criminal Conspiracy. / 5121 Escape. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor","17","February","Monday",1
"5769",1726,62,"M","B","2016-10-05T17:05:00","3503 Criminal Trespass / 3301(d.1) Dangerous Burning","17","October","Wednesday",0
"5770",3690,53,"M","W","2016-12-28T15:25:00","3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","15","December","Wednesday",0
"5771",1421,43,"M","B","2016-09-30T09:30:00","4915 Failure to Comply with Megans Law","9","September","Friday",0
"5772",6198,53,"F","W","2017-03-05T02:05:00","2701 Simple Assault. / 5505 Public Drunkenness","2","March","Sunday",0
"5773",2374,15,"M","B","2016-11-08T10:30:00","903 Criminal Conspiracy. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","10","November","Tuesday",1
"5774",1208,24,"F","B","2016-09-28T03:20:00","2701 Simple Assault.","3","September","Wednesday",0
"5775",5538,28,"M","W","2017-02-10T02:36:00","2701 Simple Assault. / 3701 Robbery. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","2","February","Friday",0
"5776",3546,39,"M","W","2016-12-21T15:40:00","9015 Failure To Appear/Arrest on Attachment Order","15","December","Wednesday",0
"5777",5768,42,"M","B","2017-02-23T02:15:00","2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","2","February","Thursday",0
"5778",3543,21,"M","B","2016-12-19T13:08:00","901 Criminal Attempt / 2702 Aggravated Assault. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 607.03 Discharging Firearm or Airgun","13","December","Monday",1
"5779",1530,42,"M","B","2016-09-24T00:43:00","2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement.","0","September","Saturday",0
"5780",4071,30,"M","B","2016-12-30T20:09:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 4581 Restraint Systems. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","20","December","Friday",0
"5781",6200,21,"M","W","2017-03-06T08:20:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","8","March","Monday",1
"5782",6676,25,"M","B","2017-03-22T15:55:00","5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","15","March","Wednesday",0
"5783",2782,36,"M","W","2016-11-10T09:53:00","2701 Simple Assault. / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure","9","November","Thursday",0
"5784",1137,36,"M","W","2016-09-10T23:13:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","23","September","Saturday",0
"5785",3213,29,"M","W","2016-11-22T20:11:00","3310 Following Too Closely. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","20","November","Tuesday",0
"5786",4072,58,"M","B","2016-12-30T20:15:00","601.16 Public Urination And Defecation / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(i) Actual Communication","20","December","Friday",0
"5787",2382,33,"F","B","2016-10-26T22:25:00","2701 Simple Assault.","22","October","Wednesday",0
"5788",5322,15,"M","B","2017-02-03T09:30:00","13(a)(31) Marijuana: Possession Small Amount","9","February","Friday",1
"5789",5548,46,"M","B","2017-02-07T01:29:00","13(a)(32) Paraphernalia - Use or Possession","1","February","Tuesday",0
"5790",3552,57,"M","W","2016-12-05T15:48:00","5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance","15","December","Monday",0
"5791",1138,25,"M","B","2016-09-17T00:30:00","903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver","0","September","Saturday",0
"5792",3553,24,"M","B","2016-12-05T16:00:00","1371 Operation Following Suspension of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 9501 Bench Warrant / 1501(A) Valid Driver's License Required","16","December","Monday",0
"5793",1415,38,"M","W","2016-10-05T07:35:00","3502 Burglary.","7","October","Wednesday",0
"5794",3554,47,"M","B","2016-12-05T16:58:00","907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 5123 Contraband. / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","16","December","Monday",0
"5795",1864,19,"M","B","2016-10-18T13:10:00","2706 Terroristic Threats.","13","October","Tuesday",1
